B	Spring 2017	ANTHB102001	Anthropology	ANTH	102	001	Intro to Cultural Anthropology	1.00	MWF 10:10am-11:00am	DAL300	M|W|F	10:10am-11:00am|10:10am-11:00am|10:10am-11:00am			 	Fioratta,Susanna	Class Nbr: 1244 CC;	Class Number: 1244|An introduction to the methods and theories of cultural anthropology in order to understand and explain cultural similarities and differences among contemporary societies.|Approach: Cross-Cultural Analysis (CC);,  ; Haverford: Social Science (SO)|  Enrollment Limit: 40;  Enrollment Criteria:|Major/Minor/Concentration; Freshman; Sophomore;	http://www.brynmawr.edu/anthropology/	Departmental Homepage	https://www.brynmawr.edu/registrar/undergraduates/classes-exams/bookstore-textbooks-list	Book Prices
B	Spring 2017	ANTHB102001	Child and Family Studies	ANTH	102	001	Intro to Cultural Anthropology	1.00	MWF 10:10am-11:00am	DAL300	M|W|F	10:10am-11:00am|10:10am-11:00am|10:10am-11:00am			 	Fioratta,Susanna	Class Nbr: 1244 CC;	Class Number: 1244|An introduction to the methods and theories of cultural anthropology in order to understand and explain cultural similarities and differences among contemporary societies.|Approach: Cross-Cultural Analysis (CC);,  ; Haverford: Social Science (SO)|  Enrollment Limit: 40;  Enrollment Criteria:|Major/Minor/Concentration; Freshman; Sophomore;	http://www.brynmawr.edu/anthropology/	Departmental Homepage	https://www.brynmawr.edu/registrar/undergraduates/classes-exams/bookstore-textbooks-list	Book Prices
B	Spring 2017	ANTHB102001	Gender and Sexuality Studies	ANTH	102	001	Intro to Cultural Anthropology	1.00	MWF 10:10am-11:00am	DAL300	M|W|F	10:10am-11:00am|10:10am-11:00am|10:10am-11:00am			 	Fioratta,Susanna	Class Nbr: 1244 CC;	Class Number: 1244|An introduction to the methods and theories of cultural anthropology in order to understand and explain cultural similarities and differences among contemporary societies.|Approach: Cross-Cultural Analysis (CC);,  ; Haverford: Social Science (SO)|  Enrollment Limit: 40;  Enrollment Criteria:|Major/Minor/Concentration; Freshman; Sophomore;	http://www.brynmawr.edu/femgen/	Departmental Homepage	https://www.brynmawr.edu/registrar/undergraduates/classes-exams/bookstore-textbooks-list	Book Prices
B	Spring 2017	ANTHB102001	International Studies	ANTH	102	001	Intro to Cultural Anthropology	1.00	MWF 10:10am-11:00am	DAL300	M|W|F	10:10am-11:00am|10:10am-11:00am|10:10am-11:00am			 	Fioratta,Susanna	Class Nbr: 1244 CC;	Class Number: 1244|An introduction to the methods and theories of cultural anthropology in order to understand and explain cultural similarities and differences among contemporary societies.|Approach: Cross-Cultural Analysis (CC);,  ; Haverford: Social Science (SO)|  Enrollment Limit: 40;  Enrollment Criteria:|Major/Minor/Concentration; Freshman; Sophomore;	http://www.brynmawr.edu/femgen/	Departmental Homepage	https://www.brynmawr.edu/registrar/undergraduates/classes-exams/bookstore-textbooks-list	Book Prices
B	Spring 2017	ANTHB102002	Anthropology	ANTH	102	002	Intro to Cultural Anthropology	1.00	TTH 9:55am-11:15am	TH224	T|Th	09:55am-11:15am|09:55am-11:15am			 	Weidman,Amanda	Class Nbr: 1245 CC;	Class Number: 1245|An introduction to the methods and theories of cultural anthropology in order to understand and explain cultural similarities and differences among contemporary societies.|Approach: Cross-Cultural Analysis (CC);,  ; Haverford: Social Science (SO)|  Enrollment Limit: 40;  Enrollment Criteria:|Major/Minor/Concentration; Freshman; Sophomore;	http://www.brynmawr.edu/anthropology/	Departmental Homepage	https://www.brynmawr.edu/registrar/undergraduates/classes-exams/bookstore-textbooks-list	Book Prices
B	Spring 2017	ANTHB102002	Child and Family Studies	ANTH	102	002	Intro to Cultural Anthropology	1.00	TTH 9:55am-11:15am	TH224	T|Th	09:55am-11:15am|09:55am-11:15am			 	Weidman,Amanda	Class Nbr: 1245 CC;	Class Number: 1245|An introduction to the methods and theories of cultural anthropology in order to understand and explain cultural similarities and differences among contemporary societies.|Approach: Cross-Cultural Analysis (CC);,  ; Haverford: Social Science (SO)|  Enrollment Limit: 40;  Enrollment Criteria:|Major/Minor/Concentration; Freshman; Sophomore;	http://www.brynmawr.edu/anthropology/	Departmental Homepage	https://www.brynmawr.edu/registrar/undergraduates/classes-exams/bookstore-textbooks-list	Book Prices
B	Spring 2017	ANTHB102002	Gender and Sexuality Studies	ANTH	102	002	Intro to Cultural Anthropology	1.00	TTH 9:55am-11:15am	TH224	T|Th	09:55am-11:15am|09:55am-11:15am			 	Weidman,Amanda	Class Nbr: 1245 CC;	Class Number: 1245|An introduction to the methods and theories of cultural anthropology in order to understand and explain cultural similarities and differences among contemporary societies.|Approach: Cross-Cultural Analysis (CC);,  ; Haverford: Social Science (SO)|  Enrollment Limit: 40;  Enrollment Criteria:|Major/Minor/Concentration; Freshman; Sophomore;	http://www.brynmawr.edu/femgen/	Departmental Homepage	https://www.brynmawr.edu/registrar/undergraduates/classes-exams/bookstore-textbooks-list	Book Prices
B	Spring 2017	ANTHB102002	International Studies	ANTH	102	002	Intro to Cultural Anthropology	1.00	TTH 9:55am-11:15am	TH224	T|Th	09:55am-11:15am|09:55am-11:15am			 	Weidman,Amanda	Class Nbr: 1245 CC;	Class Number: 1245|An introduction to the methods and theories of cultural anthropology in order to understand and explain cultural similarities and differences among contemporary societies.|Approach: Cross-Cultural Analysis (CC);,  ; Haverford: Social Science (SO)|  Enrollment Limit: 40;  Enrollment Criteria:|Major/Minor/Concentration; Freshman; Sophomore;	http://www.brynmawr.edu/femgen/	Departmental Homepage	https://www.brynmawr.edu/registrar/undergraduates/classes-exams/bookstore-textbooks-list	Book Prices
B	Spring 2017	ANTHB204001	Anthropology	ANTH	204	001	North American Archaeology	1.00	MWF 9:10am-10:00am	DAL2	M|W|F	09:10am-10:00am|09:10am-10:00am|09:10am-10:00am			 	Barrier,Casey R	Class Nbr: 1231 IP;	Class Number: 1231|For millennia, the North American continent has been home to a vast diversity of Native Americans. From the initial migration of big game hunters who spread throughout the continent more than 12,000 years ago, to the complex Pueblos of the Southwest and urban Cahokia in the East, there remains a rich archaeological record that reflects the ways of life of these cultures. This course will introduce the culture history of North America as well as explanations for culture change and diversification.|Approach: Inquiry into the Past (IP);,  ;|  Enrollment Limit: 25;  Enrollment Criteria:|Major/Minor/Concentration; Sophomore; Junior; Senior; Questionnaire/Lottery;	http://www.brynmawr.edu/anthropology/	Departmental Homepage	https://www.brynmawr.edu/registrar/undergraduates/classes-exams/bookstore-textbooks-list	Book Prices
B	Spring 2017	ANTHB204001	History	ANTH	204	001	North American Archaeology	1.00	MWF 9:10am-10:00am	DAL2	M|W|F	09:10am-10:00am|09:10am-10:00am|09:10am-10:00am			 	Barrier,Casey R	Class Nbr: 1231 IP;	Class Number: 1231|For millennia, the North American continent has been home to a vast diversity of Native Americans. From the initial migration of big game hunters who spread throughout the continent more than 12,000 years ago, to the complex Pueblos of the Southwest and urban Cahokia in the East, there remains a rich archaeological record that reflects the ways of life of these cultures. This course will introduce the culture history of North America as well as explanations for culture change and diversification.|Approach: Inquiry into the Past (IP);,  ;|  Enrollment Limit: 25;  Enrollment Criteria:|Major/Minor/Concentration; Sophomore; Junior; Senior; Questionnaire/Lottery;	http://www.brynmawr.edu/anthropology/	Departmental Homepage	https://www.brynmawr.edu/registrar/undergraduates/classes-exams/bookstore-textbooks-list	Book Prices
